Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2025-09-16,250.50851440429688,252.38362748338088,248.82289569604956,251.42612617048883,34109700
2025-09-17,248.88275146484375,250.94738946798665,245.64118152849247,250.56837026681998,34108000
2025-09-18,251.3762664794922,253.33118919660149,249.15205506430715,251.0271682452624,31239500
2025-09-19,254.0592803955078,255.33595897283527,251.1568250217611,252.59309222605677,55571400
2025-09-22,251.87496948242188,255.11653941381564,249.65075806779814,253.7700350469374,32290500
2025-09-23,251.00721740722656,253.7002107757565,249.8302703204236,252.38362744671002,26628000
2025-09-24,246.4989471435547,251.69543970951247,245.80076590550527,251.00722705371746,28201000
2025-09-25,245.15243530273438,245.85063173864694,240.1155467413105,243.76604145127706,31020400
2025-09-26,245.90049743652344,248.7730319241888,245.33198386371188,246.42913668030897,18503200
2025-09-29,243.4169464111328,250.4985201433971,242.1402679011131,247.20709239615746,32505800
2025-09-30,242.4694366455078,242.6589310263489,238.6294169517045,242.18018034462705,34724300
2025-10-01,244.26473999023438,245.66111761710096,237.9910625183314,240.12551089529904,31658200
2025-10-02,245.0526885986328,246.16977847594512,241.6714827842888,244.5140808226371,25483300
2025-10-03,244.71360778808594,245.66114059757743,241.0331766174326,243.85583788051034,30249600
2025-10-06,249.7803955078125,250.66810152305118,243.94557911341744,244.14505728413704,28894700
2025-10-07,245.1225128173828,249.7903811872092,244.88314509840285,247.62601181924765,23181300
2025-10-08,243.9854736328125,245.37186749350337,243.18756093367097,244.3246032710778,21307100
2025-10-09,240.9034881591797,244.12510552114733,238.52965682972516,243.83586445575082,27892100
2025-10-10,235.9563446044922,243.45682676282496,235.22822726703515,240.80372315157257,33180300
2025-10-13,243.51669311523438,243.8657913377574,239.08822281740842,239.5869258671789,24995000
2025-10-14,244.81332397460938,246.47899033376285,239.88613541009548,240.60426901896764,22111600
2025-10-15,250.37884521484375,251.45604559967558,245.3519253048375,246.60865147753682,27007700
2025-10-16,250.80775451660156,256.2934730642366,249.4512815582133,251.11694798475014,27997200
2025-10-17,252.64295959472656,253.56057134926166,247.16719481275433,250.10953966399788,29671600
2025-10-20,255.88453674316406,256.6625123260812,253.5705623788801,254.0293759063695,22350200
2025-10-21,249.8103485107422,254.21888182305858,243.51670298346056,254.07924557223262,47312100
2025-10-22,251.03713989257812,255.69500926260113,248.64335615777878,253.710180894347,35029400
2025-10-23,252.4235382080078,254.3784456458486,251.19673296350098,252.3237915100895,19901400
